"","Q006","TP_ESCOLA","TP_SEXO","TP_ESTADO_CIVIL","TP_COR_RACA","NU_IDADE","TP_ST_CONCLUSAO","Q025","Q001","Q002","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_MEDIA","NOTA_MEDIA_GROUPPED"
"91753","G",1,"M",1,3,22,1,"B","E","D",454.9,457.1,565.8,378.6,560,483.28,9
"91758","L",3,"F",1,1,18,2,"B","G","E",570.8,550.4,596.9,636.9,620,595,11
"91779","E",1,"M",1,3,19,1,"B","D","F",652.3,682.1,662.3,801.7,640,687.68,13
"91802","I",3,"M",1,1,17,2,"B","E","F",550.9,612.4,577.5,680.7,760,636.3,12
"91842","E",1,"M",1,1,30,1,"B","B","A",451.7,442.3,501.2,488.7,600,496.78,9
"91887","G",2,"F",1,3,17,2,"B","B","D",498.5,594.2,554.9,555.9,680,576.7,11
"91893","P",3,"M",1,1,18,2,"B","E","F",537,579.6,531.7,591.3,580,563.92,11
"91915","O",1,"M",1,1,19,1,"B","F","F",676.9,682.5,620.8,736.2,940,731.28,14
"91927","H",1,"M",0,3,24,1,"B","E","E",480.8,578.2,533.3,534.2,900,605.3,12
"91947","H",3,"M",1,1,17,2,"B","G","F",543.2,555.1,584.9,735.5,700,623.74,12
"91957","L",1,"F",1,1,19,1,"B","G","G",572.8,647.4,603.2,658.7,920,680.42,13
"91964","C",1,"M",1,1,23,1,"B","G","F",673.9,638.4,613.6,868,800,718.78,14
"91993","D",1,"M",1,3,23,1,"B","B","C",472.3,468.2,483.2,463.9,380,453.52,9
"91996","I",1,"M",1,1,15,3,"B","C","F",633.8,616.5,586.9,689.6,660,637.36,12
"92021","Q",1,"M",1,1,17,3,"B","F","G",569.5,563.3,572.4,657.1,680,608.46,12
"92024","I",3,"F",1,2,16,2,"B","G","G",458.7,552.2,539.5,471.4,620,528.36,10
"92027","Q",3,"F",1,1,17,2,"B","G","D",601.7,594.6,562.3,611.9,520,578.1,11
"92034","Q",1,"M",1,1,16,3,"B","G","G",539.8,549.3,554.3,690.4,0,466.76,9
"92052","G",1,"F",1,2,17,3,"B","C","G",533.5,554,550.3,625.7,280,508.7,10
"92054","H",1,"M",1,1,19,1,"B","F","F",479.8,591.6,551.9,622.9,520,553.24,11
"92075","B",1,"F",1,1,20,1,"B","H","E",566.8,645,605.4,667.6,840,664.96,13
"92076","B",1,"F",1,2,24,1,"A","E","B",386.8,347.8,476.1,407,560,435.54,8
"92118","I",3,"M",1,1,17,2,"B","G","G",529.5,620.8,553.6,638.5,800,628.48,12
"92128","E",1,"F",1,1,34,1,"B","B","A",442.7,544.6,565.1,530.6,580,532.6,10
"92129","J",2,"M",1,1,19,2,"B","F","G",587.1,626.9,570.6,649.1,660,618.74,12
"92137","H",1,"M",1,1,25,1,"B","G","F",615.4,633,586,748.8,620,640.64,12
"92144","N",1,"M",1,1,17,3,"B","G","F",591.4,629.2,573.8,674.3,640,621.74,12
"92153","E",1,"F",1,1,18,1,"B","E","E",483.4,497.6,539.3,465.7,740,545.2,10
"92157","I",1,"F",1,1,16,3,"B","G","G",478.7,557.7,565.3,575.8,700,575.5,11
"92198","P",1,"M",1,1,16,3,"B","H","G",533.7,491.2,492.2,600.8,0,423.58,8
"92208","D",2,"F",1,1,34,2,"B","B","B",371.7,442.3,481.9,427,480,440.58,8
"92245","M",3,"M",1,0,17,2,"B","G","E",546,548.1,555.2,588.2,380,523.5,10
"92249","N",1,"F",1,3,16,3,"B","E","F",566.4,586.9,623,736.6,760,654.58,13
"92261","D",1,"M",1,3,32,1,"B","B","B",566.1,546.9,568.3,677.6,740,619.78,12
"92272","G",1,"M",1,1,18,1,"B","F","E",475.1,558.4,575,706.5,700,603,12
"92338","J",3,"F",1,1,17,2,"B","F","D",577,670.7,624.4,732,740,668.82,13
"92340","Q",1,"F",1,1,18,1,"B","G","F",631.9,670.9,625.8,837.7,840,721.26,14
"92347","O",2,"F",1,1,18,2,"B","G","E",596.2,627.6,655,739.1,780,679.58,13
"92348","L",1,"F",1,1,17,3,"B","F","F",533.3,544.4,557.1,605.4,580,564.04,11
"92355","P",1,"M",1,1,17,3,"B","F","G",468.2,425.4,529.4,484.2,0,381.44,7
"92367","B",1,"M",0,2,65,1,"B","C","A",460.1,458.9,468.3,408,600,479.06,9
"92381","H",1,"M",1,2,22,1,"B","E","E",576.3,570.2,572.3,729.4,600,609.64,12
"92386","P",1,"M",1,1,17,3,"B","E","G",550.1,620.1,568.6,595.5,0,466.86,9
"92390","D",1,"F",1,1,28,1,"B","H","H",342.4,458.4,482.6,509.7,0,358.62,7
"92406","F",1,"F",1,1,15,3,"B","F","F",586.2,542.8,566.7,534.2,620,569.98,11
"92414","G",1,"F",1,1,17,3,"B","E","E",589.3,620.4,588.7,619.2,640,611.52,12
"92431","Q",1,"M",1,1,17,3,"B","G","G",525.8,612.9,588.4,717.6,540,596.94,11
"92445","Q",3,"F",1,1,18,2,"B","G","E",588.1,707.6,591.8,774.7,840,700.44,14
"92449","E",1,"M",1,3,20,1,"B","C","D",535.5,528.6,563.9,428.1,560,523.22,10
"92487","O",1,"M",1,1,19,1,"B","F","E",623.3,601.9,557.6,533.8,560,575.32,11
"92509","Q",1,"M",1,3,18,1,"B","F","F",549.9,658.5,619.3,616.1,680,624.76,12
"92510","K",1,"F",1,1,21,1,"B","E","E",606.6,580.9,541.7,494.6,840,612.76,12
"92512","M",1,"F",1,1,18,3,"B","E","E",413.9,558,514.4,399.6,740,525.18,10
"92533","I",2,"F",1,1,18,2,"B","F","F",593.8,637.8,559.9,646.3,620,611.56,12
"92544","A",1,"F",2,1,33,1,"B","G","G",604.5,642.5,608.2,632.6,680,633.56,12
"92546","D",3,"M",1,1,18,2,"B","E","E",437.3,451.3,485.7,575.1,600,509.88,10
"92578","O",1,"M",1,1,15,3,"B","G","G",520.8,589.4,592.2,719.7,560,596.42,11
"92589","Q",3,"F",1,1,17,2,"B","E","E",500.6,600.5,558.1,683.1,720,612.46,12
"92604","Q",3,"F",1,1,17,2,"B","G","E",587,571.8,607.7,653.2,880,659.94,13
"92614","F",1,"M",1,1,20,1,"B","E","B",616.2,649.6,606.4,797.9,700,674.02,13
"92620","J",3,"M",1,1,18,2,"B","E","G",612.5,677.4,602.2,760,900,710.42,14
"92628","H",1,"M",1,1,19,1,"B","F","G",583.4,651.6,606.6,747.8,700,657.88,13
"92631","C",1,"F",1,1,20,1,"B","E","F",632.9,648.5,644.7,748.9,760,687,13
"92638","E",1,"M",1,1,29,1,"B","G","F",595.9,591.7,578,626.6,580,594.44,11
"92643","D",1,"M",1,3,29,1,"B","E","F",495.7,508.9,532,592.5,600,545.82,10
"92651","L",1,"F",1,1,21,1,"B","E","E",757.6,686.3,680.5,878.3,960,792.54,15
"92664","A",1,"F",1,1,19,1,"B","E","C",492.3,554.9,554.5,417.5,500,503.84,10
"92694","H",1,"F",1,1,16,3,"B","E","F",567.5,573.2,545.4,645.5,840,634.32,12
"92699","F",3,"F",1,1,17,2,"B","E","D",369.1,431.9,554,612.1,620,517.42,10
"92708","D",2,"F",1,1,18,2,"B","E","D",409.2,534.9,533.5,468.3,620,513.18,10
"92722","H",1,"F",1,1,22,1,"B","H","F",631.4,621,641.2,737.8,760,678.28,13
"92741","C",1,"F",1,1,18,1,"B","D","E",520.2,503.7,501.8,630.1,620,555.16,11
"92754","Q",1,"F",1,3,15,3,"B","F","E",611.2,608.7,623.2,677,720,648.02,12
"92763","P",2,"M",1,1,18,2,"B","F","G",595.6,627.6,622.7,685,620,630.18,12
"92789","G",1,"F",0,1,26,1,"B","D","D",341.4,401.7,488.1,462.3,520,442.7,8
"92793","I",1,"M",1,1,17,3,"B","E","F",462,598.7,554.1,731.8,440,557.32,11
"92799","D",1,"F",1,1,18,3,"B","H","E",573.8,584.7,600.5,748.8,680,637.56,12
"92822","K",1,"F",1,1,17,3,"B","F","G",559,569.2,565,724.8,840,651.6,13
"92833","C",1,"M",1,1,20,1,"B","E","E",398.5,324.5,445.3,453.9,380,400.44,8
"92843","E",1,"M",1,1,19,1,"B","E","D",439.1,500.2,534.3,459.9,680,522.7,10
"92856","I",1,"F",1,1,16,3,"B","F","G",582.7,573.2,593.8,751,760,652.14,13
"92882","G",1,"M",1,1,20,1,"B","E","G",564.9,593.9,521.5,745.4,560,597.14,11
"92892","N",1,"F",1,1,32,1,"B","B","E",650.1,665.5,617.8,742.4,960,727.16,14
"92894","G",2,"M",1,1,17,2,"B","C","E",476.5,496.5,488,558.4,540,511.88,10
"92898","F",2,"M",1,3,18,2,"B","E","E",378.6,426,366,573.4,0,348.8,6
"92903","H",2,"M",1,1,18,2,"B","E","E",503.4,483.5,551.7,556,320,482.92,9
"92909","G",1,"F",2,3,30,1,"B","E","E",548.9,568.7,560.3,646.3,680,600.84,12
"92923","Q",3,"M",1,1,18,2,"B","E","F",696.1,689.3,627.7,894.6,760,733.54,14
"92939","N",1,"M",0,3,17,3,"B","E","G",545,594.5,589.8,547.1,600,575.28,11
"92941","B",1,"F",0,1,16,3,"B","H","E",506.8,542,568.1,559.4,640,563.26,11
"92950","O",1,"F",1,1,17,3,"B","G","G",505.4,614.7,555.6,649.4,580,581.02,11
"92957","Q",1,"M",1,1,16,3,"B","E","G",589.7,617,612.6,741.5,680,648.16,12
"92968","G",1,"M",1,1,16,3,"B","F","F",529.6,496,573.1,431.9,640,534.12,10
"92982","D",1,"M",1,1,20,1,"B","D","D",458.4,495.6,524.2,514.4,620,522.52,10
"92988","B",1,"F",1,1,20,1,"B","E","E",525.5,582.1,572.8,546.9,560,557.46,11
"92998","O",1,"F",1,1,19,1,"B","H","F",496.7,563.7,585.6,538.3,600,556.86,11
"93001","I",1,"F",1,1,18,1,"B","D","G",706.9,681,617,782.8,960,749.54,14
"93015","G",3,"F",1,1,17,2,"B","E","G",553.1,602.1,575.9,603.8,540,574.98,11
"93027","M",1,"M",1,1,18,3,"B","G","F",538.2,538.5,538,664.8,720,599.9,11
"93059","H",1,"F",1,1,20,1,"B","F","G",523.6,550.4,577.8,644.4,660,591.24,11
"93063","C",2,"F",1,1,18,2,"A","F","F",493.4,521.7,562.4,560.9,540,535.68,10
"93064","I",1,"M",1,1,21,1,"B","D","G",535.4,589.6,486.5,517,560,537.7,10
"93068","Q",1,"M",3,1,15,3,"B","E","F",565.4,561.6,559.3,708.7,640,607,12
"93091","Q",3,"F",1,1,18,2,"B","F","G",565,629.9,617.1,687,780,655.8,13
"93093","P",1,"M",1,1,16,3,"B","F","G",622.8,606.9,593.2,856.9,640,663.96,13
"93102","I",1,"F",1,1,17,3,"B","C","G",421,366,399.9,401.8,540,425.74,8
"93125","N",1,"M",1,1,16,3,"B","G","E",524.3,373.8,500.8,575.2,320,458.82,9
"93140","H",1,"M",1,1,16,3,"B","G","G",509.1,392.1,430.2,638.1,240,441.9,8
"93166","H",1,"F",1,1,15,3,"B","G","G",529.9,550.7,542.5,636.9,700,592,11
"93183","N",1,"M",1,1,17,3,"B","E","G",636,627.6,631.6,678.2,720,658.68,13
"93184","D",1,"F",1,3,17,3,"B","F","F",513.9,450.3,410,481.3,460,463.1,9
"93216","H",1,"M",0,0,27,1,"B","H","F",595.1,610,601.8,748.8,0,511.14,10
"93225","F",1,"F",1,1,20,1,"B","E","D",471,585.6,580.8,582.4,500,543.96,10
"93248","I",2,"M",1,1,17,2,"B","F","F",489.6,571.9,555.4,672.6,700,597.9,11
"93254","M",1,"F",1,1,16,3,"B","F","F",594.7,565.1,592.9,521.7,680,590.88,11
"93262","N",1,"M",1,1,17,3,"B","G","F",618.2,646.6,578,742.3,640,645.02,12
"93266","C",1,"F",1,3,22,1,"A","F","E",469.7,541.1,556.6,485.6,680,546.6,10
"93298","D",1,"F",1,2,18,3,"B","F","F",492.5,608.4,580.1,412.6,680,554.72,11
"93313","G",1,"F",1,3,26,1,"B","F","F",425.4,516.9,486.1,410.5,320,431.78,8
"93328","H",3,"F",1,1,17,2,"B","H","E",560.6,601,570.6,627.4,700,611.92,12
"93335","O",1,"F",1,1,17,3,"B","E","G",433.2,527.7,586.9,628.1,620,559.18,11
"93345","Q",1,"F",1,1,25,1,"B","G","G",713.4,643,606.9,815.1,640,683.68,13
"93368","C",1,"M",1,3,41,1,"A","F","E",575.6,576.3,550.4,614,460,555.26,11
"93371","D",1,"F",2,3,49,1,"B","B","B",440.6,468.6,504.4,465.4,520,479.8,9
"93393","H",1,"M",2,1,39,1,"B","C","B",541.8,526.1,517.8,619.5,580,557.04,11
"93405","F",1,"F",1,1,25,1,"B","F","F",577,603.4,613.9,771.5,580,629.16,12
"93413","Q",1,"F",1,1,15,3,"B","G","G",615.5,581.7,597.1,607.1,680,616.28,12
"93420","H",1,"M",1,0,17,3,"B","D","D",444.7,392.8,478.7,383,0,339.84,6
"93428","G",2,"M",1,1,17,2,"B","E","E",444.2,330.3,442.1,503.8,420,428.08,8
"93432","G",2,"F",1,1,19,2,"B","D","B",367.8,403.6,472,500.3,640,476.74,9
"93436","I",1,"F",1,1,20,1,"B","E","F",589.9,633.3,650.9,685.5,840,679.92,13
"93437","P",3,"F",1,1,17,2,"B","G","F",476.1,429,553.9,558.5,480,499.5,9
"93449","L",1,"M",1,1,18,1,"A","E","G",557.8,616.9,584.4,668.6,540,593.54,11
"93456","J",1,"F",1,1,20,1,"B","H","E",524.8,503.7,555.6,582.3,640,561.28,11
"93464","H",1,"F",1,1,20,1,"B","D","E",629.3,635.7,620.5,747.2,940,714.54,14
"93467","N",1,"F",1,1,20,1,"B","F","G",615.7,645.6,624.1,671.8,700,651.44,13
"93499","C",1,"F",2,1,35,1,"B","F","E",576.5,648.6,623.6,391,820,611.94,12
"93519","C",1,"M",2,1,34,1,"B","G","B",568.8,595.5,599.4,705.6,520,597.86,11
"93544","C",2,"F",1,1,17,2,"B","H","B",379.8,480,540.1,622.5,600,524.48,10
"93558","I",3,"M",1,1,17,2,"B","F","F",568.2,608.7,534.5,712.1,840,652.7,13
"93559","L",3,"F",1,1,18,2,"B","G","G",585.4,559.7,595.2,692.5,920,670.56,13
"93585","C",2,"M",1,3,22,2,"B","D","B",442.6,491.5,533,573.6,720,552.14,11
"93589","C",1,"F",1,3,30,1,"B","E","B",455.7,597.3,544.1,479.6,300,475.34,9
"93593","D",1,"M",0,4,25,1,"A","H","B",513.9,537.3,549.8,503.1,300,480.82,9
"93603","A",1,"M",1,1,30,1,"B","E","E",674,728.6,639.3,789,280,622.18,12
"93616","M",1,"M",2,3,54,1,"B","B","B",522.6,611.9,573.3,517.5,540,553.06,11
"93634","C",2,"F",1,1,18,2,"B","D","F",414.8,456,493,406.7,380,430.1,8
"93637","M",1,"M",1,2,46,1,"B","B","G",545.3,595.7,571.2,739.8,520,594.4,11
"93641","E",1,"M",1,1,18,1,"B","C","D",434.8,452.8,371.4,407.2,480,429.24,8
"93644","C",1,"M",1,3,24,1,"B","B","B",635.1,675.5,626.6,787,640,672.84,13
"93653","B",1,"M",0,1,48,1,"B","B","B",451.9,524.1,470.4,617.1,0,412.7,8
"93662","F",1,"M",0,1,39,1,"B","F","G",592.2,602.7,590.5,675.5,540,600.18,12
"93667","D",1,"M",1,0,30,1,"B","D","E",457,556.8,539.9,515.6,280,469.86,9
"93676","O",3,"M",1,3,18,2,"B","F","F",471.6,468.2,521.1,564.1,480,501,10
"93693","C",1,"M",3,1,31,1,"B","G","D",481.8,685.6,593.5,397.6,480,527.7,10
"93696","G",1,"M",1,1,24,1,"B","E","D",567.4,644.7,590.7,705.5,520,605.66,12
"93726","G",1,"M",1,1,27,1,"B","E","E",354.4,426.6,556.5,589.7,320,449.44,8
"93779","Q",1,"F",1,1,18,1,"B","F","F",594.4,573.9,586.3,660.2,820,646.96,12
"93854","D",2,"F",1,3,18,2,"B","E","E",423.7,356.6,372.8,535.5,340,405.72,8
"93868","G",1,"M",0,1,29,1,"B","E","F",482,685.3,587.8,724.3,640,623.88,12
"93869","D",1,"F",0,3,27,1,"B","H","E",479.9,561.5,574.7,547.9,680,568.8,11
"93870","Q",2,"M",1,1,19,2,"B","F","G",605.1,576.4,607.8,732.8,760,656.42,13
"93878","H",1,"F",1,1,19,1,"B","E","F",688.6,585,607,739.5,960,716.02,14
"93881","O",1,"M",1,1,16,3,"B","G","G",576.3,498,546.3,697.6,300,523.64,10
"93882","D",2,"M",1,1,21,2,"B","E","E",628.3,605.6,608.1,727.7,680,649.94,12
"93888","J",1,"F",0,1,51,1,"B","E","E",423.4,568.1,574.6,386.9,480,486.6,9
"93899","B",1,"F",1,2,23,1,"B","F","B",382.3,407.1,498.9,593.6,620,500.38,10
"93943","C",2,"M",1,2,18,2,"B","E","C",386.9,576.6,583.8,375.3,0,384.52,7
"93945","C",1,"M",1,1,21,1,"B","E","F",529.3,580.6,573.7,606.4,560,570,11
"93960","D",1,"M",1,3,30,1,"B","C","D",477.1,574.6,518.3,553,580,540.6,10
"93967","P",3,"M",1,1,16,2,"B","F","F",591,614.6,569.3,800.2,540,623.02,12
"93975","L",1,"M",1,2,24,1,"B","G","G",547.2,579,563.4,405.4,480,515,10
"93999","O",1,"M",1,1,17,1,"B","G","G",625,687.6,631.9,709.4,660,662.78,13
"94008","C",1,"M",1,3,22,1,"B","E","C",561.5,608.3,587.2,621.4,560,587.68,11
"94011","H",1,"M",2,1,52,1,"B","B","B",558.7,610.5,552.8,559.8,340,524.36,10
"94016","P",3,"F",1,1,17,2,"B","F","F",560.4,617.4,578.8,726.6,680,632.64,12
"94020","C",1,"F",1,3,27,1,"B","B","C",635.2,663.7,566.3,774.3,600,647.9,12
"94030","F",1,"M",1,1,22,1,"A","E","E",560.9,587.1,545.1,616.5,520,565.92,11
"94032","H",1,"M",1,1,17,3,"B","G","G",611,601.4,617,694.4,620,628.76,12
"94044","C",1,"M",1,3,17,3,"B","B","B",561.2,540.1,552.7,566.3,600,564.06,11
"94070","I",1,"F",1,1,18,1,"B","F","E",549,650.7,612.4,646.4,840,659.7,13
"94071","P",1,"F",1,1,16,3,"B","F","G",622,646.8,647.2,673.6,780,673.92,13
"94109","E",1,"F",1,1,21,1,"A","H","D",540.6,549.4,561.6,522.2,800,594.76,11
"94120","E",1,"F",1,3,20,1,"B","E","G",605.7,574.7,597.4,656.5,860,658.86,13
"94138","Q",3,"F",1,1,18,2,"B","F","F",572.5,589.3,575.9,668,680,617.14,12
"94140","D",2,"M",1,1,18,2,"B","C","E",554,549.3,579.8,510.1,700,578.64,11
"94145","E",1,"M",1,1,21,1,"B","D","E",569.6,561.2,572.2,665.1,660,605.62,12
"94161","C",2,"F",1,1,18,2,"A","H","D",387.5,377.1,471.8,514.6,520,454.2,9
"94164","C",2,"F",1,3,18,2,"B","G","D",483.1,490.7,510.9,401.8,520,481.3,9
"94166","E",1,"F",1,1,16,3,"B","E","F",544.4,607.1,604.1,599.4,540,579,11
"94180","Q",1,"M",1,0,15,4,"B","F","F",585.4,683.8,615.7,794.1,880,711.8,14
"94186","E",1,"M",1,1,15,3,"B","D","E",543.8,501.7,514.9,612.2,640,562.52,11
"94194","F",1,"M",1,1,18,1,"B","G","F",555.3,595.9,584.8,869.8,640,649.16,12
"94200","I",1,"M",1,1,21,1,"B","H","E",533.5,568.7,588.2,386.7,580,531.42,10
"94218","K",1,"M",1,1,16,3,"B","F","G",525.4,515.3,561.1,527,600,545.76,10
"94231","C",1,"F",3,3,29,1,"A","E","E",512.7,526.6,533.5,500.4,540,522.64,10
"94236","G",1,"M",0,1,20,1,"B","E","E",556.9,552.7,576.2,530,560,555.16,11
"94242","D",1,"F",1,1,19,1,"B","C","G",489,575,577.6,499.3,520,532.18,10
"94248","D",1,"F",2,3,25,1,"B","B","F",482.3,520.8,527.3,506.4,480,503.36,10
"94287","B",1,"M",1,1,21,1,"B","B","B",354.1,439.3,463,503.3,560,463.94,9
"94297","D",1,"F",1,1,25,1,"B","D","D",478.5,592.4,617.8,608.2,560,571.38,11
"94319","C",1,"F",1,2,40,1,"B","H","B",527.5,427.2,500,428.6,720,520.66,10
"94334","P",1,"F",1,1,17,3,"B","F","G",467.3,468.6,578.2,600.6,600,542.94,10
"94347","N",1,"F",1,1,20,1,"B","H","G",603.8,650.6,617.9,688.4,680,648.14,12
"94349","C",1,"F",2,1,42,1,"B","B","C",527.9,651.6,587.2,614.6,600,596.26,11
"94350","C",2,"M",1,3,18,2,"B","E","E",524.8,546.8,516.9,541.8,480,522.06,10
"94353","G",1,"F",1,1,37,1,"B","B","A",373.6,477.1,497.6,434.8,480,452.62,9
"94382","I",1,"M",1,1,20,1,"B","F","F",582.6,574.7,566.4,615.4,640,595.82,11
"94390","H",1,"M",1,3,25,1,"B","G","E",640,652.2,633.4,739.6,760,685.04,13
"94400","B",1,"M",1,0,36,1,"A","E","D",597,658.9,586.2,671.2,320,566.66,11
"94406","C",1,"F",2,1,61,1,"B","A","C",411.4,387.4,486.2,369.1,240,378.82,7
"94427","F",1,"M",0,3,43,1,"B","E","F",519.9,559.7,536.1,614.5,480,542.04,10
"94446","B",1,"M",1,3,21,1,"A","B","B",500.8,433.4,500,496.9,360,458.22,9
"94459","N",1,"F",0,1,18,1,"B","F","G",630.2,609.2,570.9,369.2,840,603.9,12
"94467","C",1,"M",2,1,39,1,"A","B","E",436.6,531.9,494.3,441.3,300,440.82,8
"94473","E",1,"F",1,1,21,1,"B","H","F",580.2,605,588.5,707.1,480,592.16,11
"94483","G",1,"M",1,1,20,1,"B","E","D",566.5,581.9,574.4,718.8,520,592.32,11
"94489","H",1,"M",3,1,39,1,"B","B","C",612.4,672.2,617.8,688,640,646.08,12
"94504","F",1,"F",1,1,20,1,"A","H","H",423,463,410.3,430.4,640,473.34,9
"94507","O",1,"F",1,1,17,3,"B","F","F",500.9,554.2,584.7,510.3,600,550.02,11
"94525","H",1,"F",1,1,27,1,"B","C","C",503.8,521.4,545.1,403.4,520,498.74,9
"94530","D",1,"F",1,1,17,3,"B","E","E",446.4,498.4,538.1,524.2,280,457.42,9
"94550","G",1,"M",1,1,21,1,"B","E","E",405.8,600.1,452.4,782.9,640,576.24,11
"94558","I",1,"M",3,3,40,1,"B","B","B",582.9,583.9,570.8,523.1,540,560.14,11
"94563","H",1,"M",1,1,17,3,"B","F","G",458.9,393.4,574.2,575.1,540,508.32,10
"94570","F",1,"M",1,3,24,1,"B","E","C",555.6,495.5,543.2,622.2,560,555.3,11
"94571","F",1,"M",1,1,16,3,"B","E","C",453.2,543.7,501.1,536.8,800,566.96,11
"94591","C",1,"F",1,1,27,1,"B","C","C",556.2,598,595.3,588.8,540,575.66,11
"94598","D",1,"M",1,1,16,3,"B","E","E",569.1,375.3,578.7,406.9,500,486,9
"94603","F",2,"M",1,1,19,2,"B","E","F",480.9,476.8,557.9,656.8,560,546.48,10
"94611","D",2,"F",1,1,17,2,"B","E","F",541,556,566.3,398.5,620,536.36,10
"94630","F",1,"F",1,1,18,3,"B","E","E",568.6,528.3,587.6,675.2,600,591.94,11
"94641","C",1,"M",1,3,21,1,"B","G","E",578,672.4,615.2,741.2,640,649.36,12
"94671","C",1,"F",1,1,21,1,"B","C","E",409.5,493.6,560.2,364.7,500,465.6,9
"94674","M",1,"F",1,3,17,3,"B","G","G",578.8,609,605.6,671.2,660,624.92,12
"94682","E",1,"M",1,3,31,1,"B","B","E",573.4,614,578.2,702.7,520,597.66,11
"94699","E",1,"M",3,1,61,1,"A","E","B",459.4,481.6,501.1,416.1,260,423.64,8
"94702","E",1,"M",3,3,39,1,"B","B","E",479,511.6,535.7,438.1,460,484.88,9
"94703","K",2,"F",1,2,18,2,"B","E","F",555,628.9,627.6,687.2,720,643.74,12
"94715","E",1,"F",1,1,21,1,"B","D","C",503,433.6,459.4,411.9,260,413.58,8
"94723","F",2,"F",1,1,18,2,"B","E","E",483.4,548.7,527,480.3,520,511.88,10
"94736","D",1,"M",1,3,16,3,"B","E","E",519.3,578.3,593.4,631.8,560,576.56,11
"94740","H",2,"M",1,1,18,2,"B","E","E",573.2,561.9,520.9,681.7,620,591.54,11
"94745","D",1,"F",1,1,17,3,"B","E","F",547.5,541.2,554.3,602.3,360,521.06,10
"94783","C",1,"M",1,2,20,1,"A","D","E",485.2,597.3,599.1,598.5,640,584.02,11
"94812","K",1,"M",1,1,35,1,"B","E","C",568.3,703.9,650.2,516.2,620,611.72,12
"94815","Q",1,"M",1,1,16,3,"B","G","G",524.6,594.5,543.4,764,620,609.3,12
"94825","D",1,"M",1,2,25,1,"B","C","C",360.4,553.5,555.7,556.2,760,557.16,11
"94829","F",1,"F",1,1,16,3,"B","D","D",586.1,620.4,593.8,639.7,780,644,12
"94854","N",1,"M",0,1,16,3,"B","G","E",592.1,611.6,573.3,656.4,0,486.68,9
"94860","I",3,"M",1,1,16,2,"B","H","H",580.3,657.7,584.4,765.3,580,633.54,12
"94896","C",1,"M",1,1,22,1,"B","E","F",469.9,404,499.8,407.6,840,524.26,10
"94941","Q",1,"M",1,1,22,1,"B","E","G",558,616.1,424.3,516.7,820,587.02,11
"94947","G",1,"M",1,1,20,1,"B","B","D",466.1,515.8,489.4,507.9,380,471.84,9
"94971","C",1,"F",1,1,20,1,"B","E","E",346.7,409.2,514.2,362,560,438.42,8
"94998","B",1,"M",1,2,26,1,"B","H","E",529.2,488.8,554.3,446.8,540,511.82,10
"95001","C",2,"F",1,3,25,2,"B","B","B",451.9,542,491.2,386.9,520,478.4,9
"95005","B",1,"F",1,3,22,1,"B","E","E",474.9,427.5,465.2,393.4,440,440.2,8
"95016","C",2,"M",1,1,18,2,"B","B","E",590.2,587.2,549.9,650.4,640,603.54,12
"95055","C",1,"M",1,3,16,3,"B","G","D",479.5,550.1,532.7,529.9,640,546.44,10
"95062","C",1,"F",1,1,41,1,"B","E","B",456.4,365.6,441.2,415.1,580,451.66,9
"95088","D",1,"M",1,3,30,1,"B","H","H",518.6,633.5,582.8,723.7,340,559.72,11
"95092","C",1,"M",2,1,20,1,"B","D","H",447.9,516.1,492.7,372.5,500,465.84,9
"95093","C",1,"F",1,3,19,1,"B","C","F",480.6,505.1,527.6,483.7,600,519.4,10
"95094","C",1,"M",1,1,37,1,"B","B","D",574.7,644.7,608.3,625.7,780,646.68,12
"95101","O",3,"M",0,1,18,2,"B","E","F",571.2,595.5,551.3,663.7,620,600.34,12
"95116","E",1,"F",0,1,34,1,"B","G","E",588.1,650.9,616.7,696,620,634.34,12
"95120","H",3,"F",1,1,17,2,"B","D","G",560.6,652.3,556,513,800,616.38,12
"95122","D",1,"F",1,3,24,1,"B","C","E",512.2,432.4,517.7,384.8,320,433.42,8
"95132","D",1,"F",1,1,18,1,"B","F","E",506.4,485.2,530.6,578.1,940,608.06,12
"95135","F",1,"F",1,1,17,3,"B","G","E",504.3,519.2,572.8,635.5,660,578.36,11
"95155","I",3,"M",1,1,19,2,"B","H","H",482.6,502.5,508,520.5,500,502.72,10
"95166","B",1,"F",1,1,31,1,"B","F","E",479.3,571.8,551.3,366,280,449.68,8
"95183","E",1,"M",2,1,21,1,"B","C","E",403.6,455.9,553.3,657,620,537.96,10
"95207","P",1,"F",1,1,20,1,"B","E","F",608.2,652.6,617.4,597.1,940,683.06,13
"95211","G",1,"F",1,3,31,1,"B","E","F",407.8,545.8,562.7,392.2,640,509.7,10
"95220","G",1,"F",2,1,52,1,"A","G","C",528.6,477,506.7,506.5,560,515.76,10
"95223","E",1,"M",1,1,37,1,"A","B","B",384.4,369,469.9,424.7,0,329.6,6
"95260","G",1,"F",1,4,23,1,"B","F","E",503.2,537.2,601,427.4,440,501.76,10
"95271","C",1,"M",2,3,30,1,"B","B","B",415.8,401.2,429.1,441.2,460,429.46,8
"95301","C",1,"F",1,3,23,1,"A","A","F",396.9,452.1,433.2,443.2,560,457.08,9
